name,dataset,method,soft_dist_loss,original_dist_loss,euclidean_loss,time,c,gamma
subgradient_msm,ACSF1,subgradient,0.0,1462.516927471419,89.74065221783655,6.96936,1.0,
subgradient_msm,ACSF1,subgradient,0.0,2005.771670727612,119.07341618524843,1.03252,1.0,
subgradient_msm,ACSF1,subgradient,0.0,6517.042183564615,334.3782325765006,3.45443,1.0,
subgradient_msm,ACSF1,subgradient,0.0,6297.5851900536145,333.91638930594036,2.61923,1.0,
subgradient_msm,ACSF1,subgradient,0.0,1201.4074121775143,124.67307305885822,3.91996,1.0,
subgradient_msm,ACSF1,subgradient,0.0,3834.914279829753,254.3387696108983,3.93992,1.0,
subgradient_msm,ACSF1,subgradient,0.0,1.9746702550861048,4.369872750620691,0.09754,1.0,
subgradient_msm,ACSF1,subgradient,0.0,729.5593382451494,78.9520487266355,0.10206,1.0,
subgradient_msm,ACSF1,subgradient,0.0,3685.295469102193,249.08360992862117,3.84221,1.0,
subgradient_msm,ACSF1,subgradient,0.0,725.0557017962974,55.423345881070574,1.62458,1.0,
subgradient_msm,Adiac,subgradient,0.0,4.291264423297452,5.756029825543649,0.00261,1.0,
subgradient_msm,Adiac,subgradient,0.0,3.3004043539828993,5.036737660941213,0.00254,1.0,
subgradient_msm,Adiac,subgradient,0.0,5.061300026978447,6.314355715747263,0.00238,1.0,
subgradient_msm,Adiac,subgradient,0.0,5.266923180204875,6.553889128936378,0.00252,1.0,
subgradient_msm,Adiac,subgradient,0.0,8.983225589176932,8.991768203671553,0.00255,1.0,
subgradient_msm,Adiac,subgradient,0.0,7.464889240224959,8.060424398767204,0.00275,1.0,
subgradient_msm,Adiac,subgradient,0.0,16.94493548636226,12.22003727877566,0.00271,1.0,
subgradient_msm,Adiac,subgradient,0.0,1.082646393463263,2.6476374297786966,0.00278,1.0,
subgradient_msm,Adiac,subgradient,0.0,5.163713328661518,5.967075578597524,0.00273,1.0,
subgradient_msm,Adiac,subgradient,0.0,16.53297891700347,12.227586345495912,0.00259,1.0,
subgradient_msm,ArrowHead,subgradient,0.0,244.52904990892543,49.61102506889869,0.00808,1.0,
subgradient_msm,ArrowHead,subgradient,0.0,84.1255935161986,28.42608657354797,0.00402,1.0,
subgradient_msm,ArrowHead,subgradient,0.0,421.72378898129386,67.35522938539673,0.00392,1.0,
subgradient_msm,ArrowHead,subgradient,0.0,303.87084898640364,47.367590579582405,0.00411,1.0,
subgradient_msm,ArrowHead,subgradient,0.0,95.0193434232726,27.25028800006423,0.00408,1.0,
subgradient_msm,ArrowHead,subgradient,0.0,263.7751940708111,47.239815313188174,0.00405,1.0,
subgradient_msm,ArrowHead,subgradient,0.0,227.92927842399988,38.726865667223805,0.00429,1.0,
subgradient_msm,ArrowHead,subgradient,0.0,392.30014026667754,60.43723829238541,0.00436,1.0,
subgradient_msm,ArrowHead,subgradient,0.0,186.55954511892932,44.87173191477575,0.05458,1.0,
subgradient_msm,ArrowHead,subgradient,0.0,481.7074381225413,70.91302644135207,0.00432,1.0,
subgradient_msm,Beef,subgradient,0.0,310.15492381200596,57.89492905940765,0.07097,1.0,
subgradient_msm,Beef,subgradient,0.0,186.25992895838272,41.551509543892905,0.01288,1.0,
subgradient_msm,Beef,subgradient,0.0,1525.765203874305,154.4915065853895,0.01288,1.0,
subgradient_msm,Beef,subgradient,0.0,195.44628260720816,43.70835865111587,0.01212,1.0,
subgradient_msm,Beef,subgradient,0.0,182.60794220148765,41.33043166088417,0.01282,1.0,
subgradient_msm,Beef,subgradient,0.0,202.15380837289572,43.62363176199004,0.01345,1.0,
subgradient_msm,Beef,subgradient,0.0,177.25458959682192,41.4500658196872,0.01252,1.0,
subgradient_msm,Beef,subgradient,0.0,309.5141467878628,56.96949661901592,0.0129,1.0,
subgradient_msm,Beef,subgradient,0.0,189.98521153959467,42.48753332653814,0.02388,1.0,
subgradient_msm,Beef,subgradient,0.0,320.42444809204727,60.21821984511249,0.19445,1.0,
subgradient_msm,BeetleFly,subgradient,0.0,1593.900585086005,214.5889623353382,0.44959,1.0,
subgradient_msm,BeetleFly,subgradient,0.0,2152.3422214907887,256.0640578042784,0.35701,1.0,
subgradient_msm,BeetleFly,subgradient,0.0,1764.5452397872218,233.96034491360723,0.88643,1.0,
subgradient_msm,BeetleFly,subgradient,0.0,1775.4707004537472,230.02210692257424,0.48316,1.0,
subgradient_msm,BeetleFly,subgradient,0.0,1905.8604006171288,237.8277299991475,0.57388,1.0,
subgradient_msm,BeetleFly,subgradient,0.0,2973.8250907081338,208.2233221311147,0.01687,1.0,
subgradient_msm,BeetleFly,subgradient,0.0,2078.8640005106467,242.8783058222002,0.68407,1.0,
subgradient_msm,BeetleFly,subgradient,0.0,2042.2932697394515,254.27389504510967,0.9596,1.0,
subgradient_msm,BeetleFly,subgradient,0.0,2873.446367923149,203.39349093839667,0.01547,1.0,
subgradient_msm,BeetleFly,subgradient,0.0,1799.796646494226,253.75365128962247,1.0715,1.0,
subgradient_msm,BirdChicken,subgradient,0.0,1124.302606864842,153.10984256873036,0.15692,1.0,
subgradient_msm,BirdChicken,subgradient,0.0,1571.6633604925248,191.6422574584768,0.39167,1.0,
subgradient_msm,BirdChicken,subgradient,0.0,960.935368696262,133.49567381324695,0.10736,1.0,
subgradient_msm,BirdChicken,subgradient,0.0,1283.1931332829938,178.02487626663506,0.31142,1.0,
subgradient_msm,BirdChicken,subgradient,0.0,1014.3794594454512,129.1113097069745,0.01393,1.0,
subgradient_msm,BirdChicken,subgradient,0.0,1573.1653396351223,232.9759482246307,0.61929,1.0,
subgradient_msm,BirdChicken,subgradient,0.0,1557.1039062151767,170.6645081945128,0.01514,1.0,
subgradient_msm,BirdChicken,subgradient,0.0,1457.140340841956,175.14757349826968,0.24275,1.0,
subgradient_msm,BirdChicken,subgradient,0.0,1559.2637891159209,191.6199978601244,0.25168,1.0,
subgradient_msm,BirdChicken,subgradient,0.0,1178.2378777318056,175.93882572227372,0.46393,1.0,
subgradient_msm,BME,subgradient,0.0,569.1497074784836,107.31865270988882,0.04314,1.0,
subgradient_msm,BME,subgradient,0.0,127.75605190646024,38.55902725274636,0.05327,1.0,
subgradient_msm,BME,subgradient,0.0,772.6318360791184,116.07634200635351,0.01662,1.0,
subgradient_msm,BME,subgradient,0.0,1090.9537434704466,103.95374928824502,0.00189,1.0,
subgradient_msm,BME,subgradient,0.0,1052.688575960038,104.10395761739318,0.00172,1.0,
subgradient_msm,BME,subgradient,0.0,850.9565200794891,118.26887181166046,0.03195,1.0,
subgradient_msm,BME,subgradient,0.0,579.3373115694826,111.54760727445922,0.02824,1.0,
subgradient_msm,BME,subgradient,0.0,677.1747675229466,123.40593464128226,0.06001,1.0,
subgradient_msm,BME,subgradient,0.0,539.1025166699046,99.2460461888961,0.03898,1.0,
subgradient_msm,BME,subgradient,0.0,1066.3374183610954,103.1224259028184,0.00273,1.0,
subgradient_msm,Car,subgradient,0.0,164.35664227032706,46.982508285758755,0.27823,1.0,
