name,dataset,method,soft_dist_loss,original_dist_loss,euclidean_loss,time,c,gamma
petitjean_dtw,ACSF1,petitjean,0.0,979.4038525340346,90.3536541369851,2.07448,,
petitjean_dtw,ACSF1,petitjean,0.0,1407.3546518207925,126.38721812161825,0.06616,,
petitjean_dtw,ACSF1,petitjean,0.0,5152.55913209388,341.1533541362666,0.19909,,
petitjean_dtw,ACSF1,petitjean,0.0,5577.999914952391,331.9790654851592,0.12711,,
petitjean_dtw,ACSF1,petitjean,0.0,987.1534259444984,129.1956265633594,0.07727,,
petitjean_dtw,ACSF1,petitjean,0.0,3380.6900670862383,251.74612928139,0.09416,,
petitjean_dtw,ACSF1,petitjean,0.0,1.9704921410844236,4.369872750620691,0.02478,,
petitjean_dtw,ACSF1,petitjean,0.0,727.7835354175924,78.9995893461839,0.04537,,
petitjean_dtw,ACSF1,petitjean,0.0,3136.551495506754,249.1131836083234,0.12057,,
petitjean_dtw,ACSF1,petitjean,0.0,713.63485114666,55.92862569533909,0.04604,,
petitjean_dtw,Adiac,petitjean,0.0,0.5540959212887527,5.919589269592918,0.02941,,
petitjean_dtw,Adiac,petitjean,0.0,0.6911986134590632,5.11381745029936,0.02137,,
petitjean_dtw,Adiac,petitjean,0.0,0.9874083107790368,7.106515282138163,0.03621,,
petitjean_dtw,Adiac,petitjean,0.0,0.8726317750451142,6.712599188931491,0.01722,,
petitjean_dtw,Adiac,petitjean,0.0,1.3410244591861282,9.354326771737274,0.02827,,
petitjean_dtw,Adiac,petitjean,0.0,0.9475998359749852,8.241432981222124,0.02171,,
petitjean_dtw,Adiac,petitjean,0.0,1.5131994299441431,12.64996469917097,0.02971,,
petitjean_dtw,Adiac,petitjean,0.0,0.4610253688976882,2.8127904222507643,0.01158,,
petitjean_dtw,Adiac,petitjean,0.0,0.7645037549674882,6.2089019418137354,0.02938,,
petitjean_dtw,Adiac,petitjean,0.0,2.4028805767384065,12.565941826063716,0.03487,,
petitjean_dtw,ArrowHead,petitjean,0.0,27.62368684714419,51.43979567313458,0.09058,,
petitjean_dtw,ArrowHead,petitjean,0.0,5.72850940310634,29.454257821321356,0.04178,,
petitjean_dtw,ArrowHead,petitjean,0.0,55.56553366135565,75.39330817676337,0.0728,,
petitjean_dtw,ArrowHead,petitjean,0.0,39.45877428661512,48.18779283864498,0.0733,,
petitjean_dtw,ArrowHead,petitjean,0.0,10.150421735446436,31.247194314198957,0.07114,,
petitjean_dtw,ArrowHead,petitjean,0.0,35.364719884823025,47.91246154022999,0.03265,,
petitjean_dtw,ArrowHead,petitjean,0.0,18.921268436129555,43.667175571914576,0.0779,,
petitjean_dtw,ArrowHead,petitjean,0.0,50.47668840013237,65.63885580395541,0.08445,,
petitjean_dtw,ArrowHead,petitjean,0.0,18.06161739865454,48.168729161422426,0.07947,,
petitjean_dtw,ArrowHead,petitjean,0.0,51.59510789591227,71.78527783262156,0.07166,,
petitjean_dtw,Beef,petitjean,0.0,51.73878270539741,65.49275316912136,0.0957,,
petitjean_dtw,Beef,petitjean,0.0,37.05507137455442,46.77877899394873,0.09041,,
petitjean_dtw,Beef,petitjean,0.0,172.61443508066253,182.0037368047442,0.10666,,
petitjean_dtw,Beef,petitjean,0.0,29.433827262369967,48.093658994328315,0.17476,,
petitjean_dtw,Beef,petitjean,0.0,26.997169882591685,47.48209917457148,0.08834,,
petitjean_dtw,Beef,petitjean,0.0,34.61278246450432,49.83219715657644,0.1049,,
petitjean_dtw,Beef,petitjean,0.0,24.546229393891643,46.24191932298735,0.09634,,
petitjean_dtw,Beef,petitjean,0.0,51.71903083133771,65.24131572642918,0.14937,,
petitjean_dtw,Beef,petitjean,0.0,34.971797589340795,48.19588297232487,0.05933,,
petitjean_dtw,Beef,petitjean,0.0,52.76610435662775,68.44532669797546,0.11899,,
petitjean_dtw,BeetleFly,petitjean,0.0,223.9098284097689,198.98858037646377,0.20164,,
petitjean_dtw,BeetleFly,petitjean,0.0,301.72878742208064,218.7723060405973,0.20886,,
petitjean_dtw,BeetleFly,petitjean,0.0,258.9753108062907,209.87434194730497,0.2385,,
petitjean_dtw,BeetleFly,petitjean,0.0,229.6634765790816,202.5979600892994,0.15229,,
petitjean_dtw,BeetleFly,petitjean,0.0,226.98906464912963,205.24447112666857,0.23171,,
petitjean_dtw,BeetleFly,petitjean,0.0,297.35731337381947,220.0141989830388,0.17141,,
petitjean_dtw,BeetleFly,petitjean,0.0,228.78614916109015,208.95339387401057,0.21092,,
petitjean_dtw,BeetleFly,petitjean,0.0,298.5283738860308,218.30365150918897,0.21767,,
petitjean_dtw,BeetleFly,petitjean,0.0,282.6608841240316,212.27664833526944,0.18443,,
petitjean_dtw,BeetleFly,petitjean,0.0,217.1902914842952,208.18431628800303,0.1818,,
petitjean_dtw,BirdChicken,petitjean,0.0,68.60951026152998,163.8973663676133,0.4977,,
petitjean_dtw,BirdChicken,petitjean,0.0,134.12771206785175,189.71375714448843,0.19899,,
petitjean_dtw,BirdChicken,petitjean,0.0,59.2032448433537,152.2439322627539,0.15392,,
petitjean_dtw,BirdChicken,petitjean,0.0,99.11836702055024,188.16674629876528,0.25153,,
petitjean_dtw,BirdChicken,petitjean,0.0,56.60624622720204,153.3110831630809,0.16682,,
petitjean_dtw,BirdChicken,petitjean,0.0,123.25819118463131,206.20789699368956,0.36044,,
petitjean_dtw,BirdChicken,petitjean,0.0,100.5710433748432,193.09355329803185,0.264,,
petitjean_dtw,BirdChicken,petitjean,0.0,135.37492350154264,175.7682457495955,0.24131,,
petitjean_dtw,BirdChicken,petitjean,0.0,90.84188623249126,187.96179743546512,0.29095,,
petitjean_dtw,BirdChicken,petitjean,0.0,104.1710300103386,179.53767492109768,0.33369,,
petitjean_dtw,BME,petitjean,0.0,84.37955480802464,110.55915230254058,0.02796,,
petitjean_dtw,BME,petitjean,0.0,9.072655022353697,38.39012026453843,0.04796,,
petitjean_dtw,BME,petitjean,0.0,137.9973712550759,112.47161149340565,0.03296,,
petitjean_dtw,BME,petitjean,0.0,110.7500687048946,107.88980735886705,0.0295,,
petitjean_dtw,BME,petitjean,0.0,167.78174076796503,115.34496699772912,0.0349,,
petitjean_dtw,BME,petitjean,0.0,86.5482992163717,117.68930086039173,0.03283,,
petitjean_dtw,BME,petitjean,0.0,135.45814183979832,117.06150042064787,0.038,,
petitjean_dtw,BME,petitjean,0.0,223.99371308897827,111.68341908066992,0.03664,,
petitjean_dtw,BME,petitjean,0.0,74.29296222914017,116.43884844077223,0.03282,,
petitjean_dtw,BME,petitjean,0.0,117.58350886766064,111.10216320128843,0.02725,,
petitjean_dtw,Car,petitjean,0.0,5.093016574761094,47.47554935106205,0.10091,,
petitjean_dtw,Car,petitjean,0.0,5.827910836431673,54.98521617813685,0.0602,,
petitjean_dtw,Car,petitjean,0.0,2.746934521228272,36.35053544119912,0.07129,,
petitjean_dtw,Car,petitjean,0.0,24.692231049773596,89.3477467637268,0.14454,,
petitjean_dtw,Car,petitjean,0.0,35.62577194962335,105.30743841503586,0.13221,,
petitjean_dtw,Car,petitjean,0.0,30.599517046736455,80.4905437038265,0.18369,,
petitjean_dtw,Car,petitjean,0.0,25.294064666959812,102.43798343112029,0.1544,,
petitjean_dtw,Car,petitjean,0.0,25.298651561898712,70.33567288012962,0.14138,,
petitjean_dtw,Car,petitjean,0.0,24.099319915522734,73.57965127253459,0.13074,,
petitjean_dtw,Car,petitjean,0.0,14.564928373116976,68.79368143648668,0.11296,,
petitjean_dtw,CBF,petitjean,0.0,90.32545684977022,74.30040297366429,0.03712,,
petitjean_dtw,CBF,petitjean,0.0,145.11877634331287,95.72132341142328,0.03626,,
petitjean_dtw,CBF,petitjean,0.0,147.49950520465782,78.27057220313526,0.04628,,
petitjean_dtw,CBF,petitjean,0.0,136.61243900497274,72.8434689431525,0.0384,,
petitjean_dtw,CBF,petitjean,0.0,113.00764606866676,79.17052988971666,0.05216,,
petitjean_dtw,CBF,petitjean,0.0,99.00581114351748,71.60163875301959,0.02667,,
petitjean_dtw,CBF,petitjean,0.0,97.41350609192696,65.91170689196215,0.02701,,
petitjean_dtw,CBF,petitjean,0.0,148.11312515847976,76.64499738214047,0.03719,,
petitjean_dtw,CBF,petitjean,0.0,133.66868197613186,75.38655728393474,0.05179,,
petitjean_dtw,CBF,petitjean,0.0,120.94016878311048,67.26256493378838,0.02238,,
petitjean_dtw,Chinatown,petitjean,0.0,6.185376134424474,10.801283529522788,0.01124,,
petitjean_dtw,Chinatown,petitjean,0.0,4.092449443812209,7.604626060975653,0.01363,,
petitjean_dtw,Chinatown,petitjean,0.0,5.129736109017047,11.043207885125463,0.0084,,
petitjean_dtw,Chinatown,petitjean,0.0,4.690058826252077,8.991685574310312,0.0111,,
petitjean_dtw,Chinatown,petitjean,0.0,4.199450829369971,8.560923120150957,0.00837,,
petitjean_dtw,Chinatown,petitjean,0.0,2.9932362055812916,6.661929684952919,0.01124,,
petitjean_dtw,Chinatown,petitjean,0.0,4.298920504134699,7.991330761593193,0.01131,,
petitjean_dtw,Chinatown,petitjean,0.0,4.169066392771198,6.782315173070481,0.0083,,
petitjean_dtw,Chinatown,petitjean,0.0,4.58160556460251,8.640561572057797,0.01361,,
petitjean_dtw,Chinatown,petitjean,0.0,4.111499331006115,8.332924894128464,0.01066,,
petitjean_dtw,ChlorineConcentration,petitjean,0.0,102.32209487874668,46.91435551443821,0.02317,,
petitjean_dtw,ChlorineConcentration,petitjean,0.0,119.98848584101366,51.17505780640413,0.02098,,
petitjean_dtw,ChlorineConcentration,petitjean,0.0,219.98139107169217,61.80242510038416,0.04576,,
petitjean_dtw,ChlorineConcentration,petitjean,0.0,117.80104629997864,57.73288746972283,0.03525,,
petitjean_dtw,ChlorineConcentration,petitjean,0.0,125.16026590832608,58.57670459723977,0.01973,,
petitjean_dtw,ChlorineConcentration,petitjean,0.0,134.0506529492925,55.56681841344864,0.03313,,
petitjean_dtw,ChlorineConcentration,petitjean,0.0,115.9435170293553,52.41346747961019,0.02553,,
petitjean_dtw,ChlorineConcentration,petitjean,0.0,115.71295474233048,53.80875052899218,0.0294,,
petitjean_dtw,ChlorineConcentration,petitjean,0.0,348.3088237331353,90.32398527343702,0.03559,,
petitjean_dtw,ChlorineConcentration,petitjean,0.0,59.35067144736472,31.481063611288526,0.02276,,
petitjean_dtw,CinCECGTorso,petitjean,0.0,1277.698847249474,395.74203169008734,0.71102,,
petitjean_dtw,CinCECGTorso,petitjean,0.0,576.8781709119589,352.35631347461435,2.30845,,
petitjean_dtw,CinCECGTorso,petitjean,0.0,1104.496048994067,391.3125841191181,0.57992,,
petitjean_dtw,CinCECGTorso,petitjean,0.0,405.5224727597185,315.2254051830349,0.87336,,
petitjean_dtw,CinCECGTorso,petitjean,0.0,616.9201077048021,394.32629166168647,1.08176,,
