Estimators:,k-AVG,k-Shape,soft-DBA,soft-MBA
Plane,0.8965129892475936,0.8156712166942212,0.924679170931234,0.9179286638774915
PowerCons,0.03023996545018053,0.00029185322019645727,0.01721081288609758,0.36184668989981383
ProximalPhalanxOutlineAgeGroup,0.4401051678061748,0.4401051678061748,0.5291881559733691,0.4386412770931158
ProximalPhalanxOutlineCorrect,0.08379711411094146,0.08379711411094146,0.0629718808409133,0.08005300147316982
ProximalPhalanxTW,0.48022858341383734,0.5144131984655079,0.5851871993473277,0.560556072767399
Rock,0.2541726986555981,0.3922272550897547,0.24922198361894277,0.42223210815512513
ScreenType,0.01689988052546209,0.009459727416502504,0.028446075881843058,0.02211906655619514
ShapesAll,0.5876460561345371,0.6326023772195016,0.594191893373233,0.6844316411125563
SmoothSubspace,0.36021456954825415,0.053636079984347496,0.30193868785993594,0.3198685896511505
SonyAIBORobotSurface1,0.27621850429777894,0.519138698070903,0.6565747289764772,0.5265748016198217
SonyAIBORobotSurface2,0.2378382269668369,0.10636888154089845,0.07816101035399653,0.21593325179545714
StarLightCurves,0.6020419178671214,0.6027188003255968,0.6628006598759805,0.6035221395776834
Strawberry,0.12262822341653733,0.12262822341653733,0.11709666135167564,0.10843279119839301
SwedishLeaf,0.5239862486772033,0.5575137750212169,0.577953807238102,0.7081412173512442
Symbols,0.772325523707561,0.8160235728992786,0.8760331174577635,0.8592710157788256
SyntheticControl,0.7955051637920519,0.6665623881923494,0.8894038225298918,0.8023607394147799
ToeSegmentation1,-0.00212654929756238,-0.002696003671831592,0.003234226068223418,0.0008015061216198632
ToeSegmentation2,0.003794527098711407,0.26088813406043676,-0.0017632217653830785,-0.002975506786030516
Trace,0.5380815791610613,0.5209197277839771,0.7492093891287188,0.5498404151953878
TwoLeadECG,0.0028019810202614404,0.08466093984079068,0.0942620967665499,0.08227848810289062
UMD,0.19291108482237224,0.1125538658006643,0.30696426852533915,0.2537852219291615
UWaveGestureLibraryX,0.4386990505283004,0.47985999480908553,0.4973880519467719,0.4573855363176915
UWaveGestureLibraryY,0.43412323540145575,0.3601703541329445,0.40414082209773855,0.4575554790838776
UWaveGestureLibraryZ,0.41288408077239436,0.4631054825989399,0.47155667183298683,0.4480693700008553
Wafer,-1.6724768273275318e-05,0.0014022115228772313,-0.00014324456813261764,-0.00012436620178809168
Wine,-0.0062370941688207355,-0.0062370941688207355,-0.0062370941688207355,-0.00612333683330095
WordSynonyms,0.35957027437016026,0.4047242164084298,0.4349667327535026,0.49160769080219974
Worms,0.02902129306572149,0.066686130969095,0.16851619117694125,0.12261754547778057
WormsTwoClass,0.003399196331895376,-0.0022843152364868773,0.0020876484828813817,0.019966459898504953
Yoga,0.0004903144385893849,-3.5012985190719115e-05,0.014671751546932704,-0.0001222756764494365
