Estimators:,soft-DBA,soft-DBA2,soft-MBA,soft-MBA2
GunPoint,0.6701635846372689,0.6570056899004267,0.7299075391180654,0.7299075391180654
GunPointAgeSpan,0.6493589743589744,0.6462339743589743,0.8529647435897436,0.8529647435897436
GunPointMaleVersusFemale,0.97,0.97,0.9236546184738956,0.9203212851405622
GunPointOldVersusYoung,0.6093939393939394,0.6127272727272728,0.7842424242424242,0.7575757575757576
Ham,0.7412854030501089,0.7412854030501089,0.7543572984749456,0.7630718954248366
HandOutlines,0.548412169664668,0.5521715681609086,0.798880111671584,0.7256908093017354
Haptics,0.35200577329599814,0.34861594278752356,0.42089842103044095,0.4103942080945361
Herring,0.582995951417004,0.5769230769230769,0.582995951417004,0.6417004048582996
HouseTwenty,0.81,0.81,0.8337681159420289,0.8065217391304347
InlineSkate,0.23288609106400676,0.23039175999824707,0.21345548780858078,0.22969276230006525
InsectEPGRegularTrain,0.7784639660472835,0.7784639660472835,0.6621701686451257,0.6519468702862342
InsectEPGSmallTrain,0.7446926209066754,0.7446926209066754,0.7024330966437232,0.7057960237354638
InsectWingbeatSound,0.29696969696969694,0.296969696969697,0.6171717171717171,0.6207070707070708
ItalyPowerDemand,0.7252198649077475,0.7252198649077475,0.9330772020490503,0.9204179699895734
LargeKitchenAppliances,0.7173333333333334,0.7173333333333334,0.4506666666666667,0.5680000000000001
Lightning2,0.5762987012987013,0.5762987012987013,0.6753246753246753,0.5941558441558441
Lightning7,0.7032581453634085,0.7191311612364244,0.6790726817042606,0.7159147869674186
Mallat,0.9553346901334556,0.9549095200654285,0.9672356506755881,0.9689389379333424
Meat,0.9500000000000001,0.9333333333333332,0.9333333333333332,0.9
MedicalImages,0.5952202003713636,0.5952202003713636,0.5542095190683695,0.5421802540473031
MiddlePhalanxOutlineAgeGroup,0.48883405348922593,0.48883405348922593,0.4864794261345986,0.4850461747013472
MiddlePhalanxOutlineCorrect,0.627421686746988,0.623421686746988,0.4561686746987952,0.5335903614457831
MiddlePhalanxTW,0.3961264822134387,0.3917588932806324,0.3666403162055336,0.39537549407114625
MixedShapesRegularTrain,0.7635522339707101,0.7653658515101129,0.8124152638096922,0.8014784301365936
MixedShapesSmallTrain,0.7729149393192151,0.7739058538799225,0.7914685366835806,0.788350265876766
MoteStrain,0.8128544835997176,0.8128544835997176,0.865056807240516,0.8556364336606971
NonInvasiveFetalECGThorax1,0.7182455935247843,0.7040820495760624,0.7825875444542902,0.8200332909264345
NonInvasiveFetalECGThorax2,0.774762539415733,0.7653790630760084,0.8226999162273666,0.858016256866767
OSULeaf,0.4542168580212058,0.4542168580212058,0.5875131360185707,0.5920742753623188
OliveOil,0.7138888888888889,0.6638888888888889,0.7916666666666666,0.7916666666666666
PhalangesOutlinesCorrect,0.6106612762838426,0.6093155893536122,0.5839594117916533,0.5975766182601127
Phoneme,0.13792209117666937,0.13835668483160202,0.150916532309137,0.16487152882550504
PigAirwayPressure,0.057692307692307696,0.057692307692307696,0.057692307692307696,0.052884615384615384
PigArtPressure,0.21153846153846154,0.21634615384615385,0.42788461538461536,0.4519230769230769
PigCVP,0.12980769230769232,0.12980769230769232,0.14903846153846154,0.16826923076923078
Plane,0.9910714285714286,0.9910714285714286,0.9904761904761905,1.0
PowerCons,0.7833333333333333,0.7833333333333333,0.8611111111111112,0.8777777777777778
ProximalPhalanxOutlineAgeGroup,0.811114081996435,0.811114081996435,0.8035383244206774,0.7839304812834226
ProximalPhalanxOutlineCorrect,0.7123934891850557,0.7123934891850557,0.7119838322045007,0.7065490495958051
ProximalPhalanxTW,0.606094527363184,0.606094527363184,0.6730366027007818,0.5519900497512438
RefrigerationDevices,0.5733333333333333,0.576,0.5226666666666667,0.5359999999999999
Rock,0.5615079365079365,0.5615079365079365,0.6785714285714286,0.6964285714285714
ScreenType,0.3626666666666667,0.3626666666666667,0.42933333333333334,0.4026666666666667
SemgHandGenderCh2,0.6382783882783882,0.6382783882783882,0.6620879120879121,0.6412087912087912
SemgHandMovementCh2,0.4155555555555556,0.4155555555555556,0.4177777777777778,0.4066666666666667
SemgHandSubjectCh2,0.5555555555555556,0.5555555555555556,0.5733333333333335,0.6044444444444445
ShapeletSim,0.6166666666666667,0.6166666666666667,0.5388888888888889,0.5
ShapesAll,0.6216666666666666,0.6216666666666666,0.6733333333333333,0.7049999999999998
SmallKitchenAppliances,0.656,0.656,0.6213333333333334,0.496
SmoothSubspace,0.8333333333333334,0.8333333333333334,0.86,0.7866666666666666
SonyAIBORobotSurface1,0.834796709381427,0.834796709381427,0.8377121612764706,0.8323784663367008
SonyAIBORobotSurface2,0.7520454757245364,0.7520454757245364,0.7654598825831702,0.7668297455968689
StarLightCurves,0.8825044889529418,0.8829898230697677,0.764926505762528,0.7617356439361442
Strawberry,0.6546027501909855,0.6546027501909855,0.6461038961038961,0.650305576776165
SwedishLeaf,0.713376753469921,0.7120068431869675,0.777006350142996,0.8020521141328594
Symbols,0.9536257490445502,0.9525641779192847,0.9070367973961105,0.9333974216068338
SyntheticControl,0.9799999999999999,0.9799999999999999,0.9533333333333335,0.9033333333333333
ToeSegmentation1,0.6879629629629629,0.6879629629629629,0.7430555555555556,0.7597222222222222
ToeSegmentation2,0.8089622641509434,0.804245283018868,0.8022798742138365,0.7861635220125787
Trace,1.0,1.0,0.4748671247083225,0.6375826419497018
TwoLeadECG,0.7777849720963217,0.7698794437764005,0.6357506243640736,0.7929069157956402
TwoPatterns,0.9868596735883434,0.9868596735883434,0.6134285812462839,0.5689264561756606
UMD,0.8472222222222222,0.8472222222222222,0.5069444444444444,0.5069444444444444
UWaveGestureLibraryAll,0.8331083601452118,0.8325490760288807,0.8855464525468069,0.8827862858734479
UWaveGestureLibraryX,0.6971392858731189,0.6971535879326154,0.6567140806945155,0.6558124109442358
UWaveGestureLibraryY,0.5412789401784943,0.541824403599342,0.6131267363304476,0.609419064494297
UWaveGestureLibraryZ,0.6147540888340857,0.6141872669691137,0.6129542947126545,0.617656638891023
Wafer,0.5968010588391327,0.5968919844619732,0.7783275701528781,0.7911268897831047
Wine,0.5925925925925926,0.5740740740740741,0.5555555555555556,0.5555555555555556
WordSynonyms,0.350739871450211,0.35185098256132213,0.4456667288531546,0.45570495066064615
Worms,0.4366783216783217,0.4366783216783217,0.5333333333333333,0.4808275058275059
WormsTwoClass,0.6174242424242424,0.6174242424242424,0.5833333333333333,0.5681818181818181
Yoga,0.576871601317102,0.5762971225582978,0.5434426108674764,0.5781945553172565
